feedback_id,ticket_id,rating,comments
171,1661,4,"Issue resolved quickly, very satisfied."
172,91798,5,Exceeded expectations.
173,80964,5,Great support experience!
174,62999,2,Took too long to resolve.
175,44075,5,Exceeded expectations.
176,68914,4,"Issue resolved quickly, very satisfied."
177,20140,4,"Issue resolved quickly, very satisfied."
178,86705,4,Engineer was helpful and professional.
179,93246,5,Exceeded expectations.
180,23505,4,"Issue resolved quickly, very satisfied."
181,50037,4,Great support experience!
182,98954,2,Response was slow.
183,14787,4,"Issue resolved quickly, very satisfied."
184,48773,1,Response was slow.
185,18976,5,Great support experience!
186,35016,4,"Fast resolution, no complaints."
187,90122,4,Exceeded expectations.
188,40843,5,Exceeded expectations.
189,91208,3,Had to follow up multiple times.
190,23686,4,Engineer was helpful and professional.
191,94603,5,Great support experience!
192,87071,5,"Issue resolved quickly, very satisfied."
193,41822,2,Took too long to resolve.
194,56862,4,Exceeded expectations.
195,72141,5,Exceeded expectations.
196,46702,1,Issue recurred after resolution.
197,29879,5,"Issue resolved quickly, very satisfied."
198,35149,3,Not fully satisfied with the fix.
199,27895,3,Issue recurred after resolution.
200,33714,5,Engineer was helpful and professional.
201,19058,5,"Issue resolved quickly, very satisfied."
202,30805,4,"Fast resolution, no complaints."
203,48352,4,Exceeded expectations.
204,69238,5,Great support experience!
205,40242,5,"Fast resolution, no complaints."
206,6672,4,Great support experience!
207,68123,5,Exceeded expectations.
208,41262,5,Engineer was helpful and professional.
209,80851,5,Exceeded expectations.
210,83971,3,Not fully satisfied with the fix.
211,88048,5,Engineer was helpful and professional.
212,86737,3,Issue recurred after resolution.
213,99210,4,"Issue resolved quickly, very satisfied."
214,76598,5,Exceeded expectations.
215,45133,4,"Fast resolution, no complaints."
216,51327,4,Great support experience!
217,75160,1,Issue recurred after resolution.
218,35041,5,Great support experience!
219,12694,5,Engineer was helpful and professional.
220,45816,3,Response was slow.
221,92643,4,Engineer was helpful and professional.
222,73031,4,"Fast resolution, no complaints."
223,89334,5,"Fast resolution, no complaints."
224,58545,5,Exceeded expectations.
225,65179,1,Response was slow.
226,25970,1,Response was slow.
227,90587,5,Exceeded expectations.
228,53444,4,Exceeded expectations.
229,10875,5,"Fast resolution, no complaints."
230,67612,4,"Issue resolved quickly, very satisfied."
231,60059,4,Exceeded expectations.
232,50631,4,"Fast resolution, no complaints."
233,398,4,Engineer was helpful and professional.
234,47105,5,Engineer was helpful and professional.
235,60288,4,"Fast resolution, no complaints."
236,37521,2,Took too long to resolve.
237,70585,4,"Issue resolved quickly, very satisfied."
238,9699,5,Great support experience!
239,39496,5,"Issue resolved quickly, very satisfied."
240,60171,1,Response was slow.
241,58073,4,Exceeded expectations.
242,23045,5,Engineer was helpful and professional.
243,35591,5,Exceeded expectations.
244,34759,4,Great support experience!
245,78011,4,Great support experience!
246,42793,4,"Fast resolution, no complaints."
247,89069,5,Exceeded expectations.
248,78091,5,"Issue resolved quickly, very satisfied."
249,30989,5,Engineer was helpful and professional.
250,28052,3,Not fully satisfied with the fix.
251,18962,1,Response was slow.
252,15437,5,Great support experience!
253,5423,5,"Fast resolution, no complaints."
254,21127,5,Engineer was helpful and professional.
255,47674,2,Not fully satisfied with the fix.
256,43668,5,"Issue resolved quickly, very satisfied."
257,79413,3,Response was slow.
258,67740,2,Issue recurred after resolution.
259,90956,4,Great support experience!
260,51940,3,Took too long to resolve.
261,66320,5,Engineer was helpful and professional.
262,82495,4,"Issue resolved quickly, very satisfied."
263,81911,4,Great support experience!
264,84516,5,"Issue resolved quickly, very satisfied."
265,96259,3,Response was slow.
266,17583,5,"Issue resolved quickly, very satisfied."
267,29341,5,Exceeded expectations.
268,7653,3,Had to follow up multiple times.
269,21714,2,Had to follow up multiple times.
270,82064,5,Engineer was helpful and professional.
271,17372,4,Exceeded expectations.
272,79744,3,Response was slow.
273,77483,3,Response was slow.
274,28714,5,"Fast resolution, no complaints."
275,18765,4,Exceeded expectations.
276,15830,2,Not fully satisfied with the fix.
277,14211,4,"Issue resolved quickly, very satisfied."
278,88147,5,"Issue resolved quickly, very satisfied."
279,57661,1,Had to follow up multiple times.
280,22819,3,Issue recurred after resolution.
281,50311,4,Great support experience!
282,70896,5,Great support experience!
283,44562,4,"Fast resolution, no complaints."
284,99137,5,Great support experience!
285,1896,4,"Fast resolution, no complaints."
286,92396,4,Engineer was helpful and professional.
287,93171,3,Took too long to resolve.
288,2406,5,Engineer was helpful and professional.
289,94779,5,Engineer was helpful and professional.
290,45493,4,"Fast resolution, no complaints."
291,36917,5,Great support experience!
292,16432,2,Response was slow.
293,10152,5,"Fast resolution, no complaints."
294,24718,5,"Issue resolved quickly, very satisfied."
295,11389,4,"Fast resolution, no complaints."
296,68602,1,Took too long to resolve.
297,84386,2,Issue recurred after resolution.
298,76260,5,"Issue resolved quickly, very satisfied."
299,85665,5,Great support experience!
300,39064,5,"Issue resolved quickly, very satisfied."
301,34119,4,"Fast resolution, no complaints."
302,31033,4,"Fast resolution, no complaints."
303,27636,4,Engineer was helpful and professional.
304,32134,4,Exceeded expectations.
305,19789,5,Great support experience!
306,19170,4,Great support experience!
307,53885,4,Engineer was helpful and professional.
308,46805,3,Took too long to resolve.
309,55979,4,"Issue resolved quickly, very satisfied."
310,46244,3,Response was slow.
311,83622,3,Response was slow.
312,64931,1,Issue recurred after resolution.
313,46864,1,Issue recurred after resolution.
314,36127,4,"Fast resolution, no complaints."
315,36866,5,"Issue resolved quickly, very satisfied."
316,11318,5,"Issue resolved quickly, very satisfied."
317,65553,5,"Fast resolution, no complaints."
318,93164,4,Great support experience!
319,28602,4,Engineer was helpful and professional.
320,46884,4,"Fast resolution, no complaints."
321,54630,5,"Fast resolution, no complaints."
322,64301,2,Took too long to resolve.
323,58586,3,Issue recurred after resolution.
324,52243,5,Engineer was helpful and professional.
325,32463,5,Exceeded expectations.
326,35744,4,Engineer was helpful and professional.
327,718,5,Exceeded expectations.
328,57896,5,"Issue resolved quickly, very satisfied."
329,35373,4,Exceeded expectations.
330,48161,5,"Issue resolved quickly, very satisfied."
331,62670,2,Took too long to resolve.
332,19921,5,Engineer was helpful and professional.
333,58347,4,Engineer was helpful and professional.
334,72778,3,Had to follow up multiple times.
335,71932,3,Took too long to resolve.
336,36105,4,Engineer was helpful and professional.
337,66294,5,Great support experience!
338,1687,4,"Issue resolved quickly, very satisfied."
339,72609,2,Took too long to resolve.
340,43305,3,Had to follow up multiple times.
341,80331,4,"Fast resolution, no complaints."
342,37367,4,Great support experience!
343,23331,5,Great support experience!
344,79020,5,Engineer was helpful and professional.
345,11205,4,"Fast resolution, no complaints."
346,70532,3,Issue recurred after resolution.
347,92501,4,Great support experience!
348,60574,5,Exceeded expectations.
349,64059,3,Had to follow up multiple times.
350,89416,4,Great support experience!
351,14653,5,"Issue resolved quickly, very satisfied."
352,15096,4,Exceeded expectations.
353,51780,5,"Issue resolved quickly, very satisfied."
354,56774,4,Great support experience!
355,562,3,Response was slow.
356,53565,5,"Issue resolved quickly, very satisfied."
357,20540,5,"Issue resolved quickly, very satisfied."
358,35538,4,Engineer was helpful and professional.
359,33844,4,"Fast resolution, no complaints."
360,73000,3,Took too long to resolve.
361,97766,4,Engineer was helpful and professional.
362,44916,1,Had to follow up multiple times.
363,58710,4,"Issue resolved quickly, very satisfied."
364,85190,5,"Issue resolved quickly, very satisfied."
365,50253,4,"Issue resolved quickly, very satisfied."
366,98661,4,Engineer was helpful and professional.
367,69230,5,Great support experience!
368,40801,5,"Fast resolution, no complaints."
369,79805,5,Exceeded expectations.
370,32470,5,Engineer was helpful and professional.
371,57780,2,Not fully satisfied with the fix.
372,39408,4,Engineer was helpful and professional.
373,72603,4,Engineer was helpful and professional.
374,18070,5,Exceeded expectations.
375,59212,5,"Fast resolution, no complaints."
376,89096,5,"Issue resolved quickly, very satisfied."
377,94782,4,Exceeded expectations.
378,72070,4,"Issue resolved quickly, very satisfied."
379,87039,4,Great support experience!
380,40741,4,Great support experience!
381,70327,5,Engineer was helpful and professional.
382,75922,1,Took too long to resolve.
383,18737,5,Great support experience!
384,88390,4,"Fast resolution, no complaints."
385,13036,3,Took too long to resolve.
386,3597,4,Great support experience!
387,61665,5,Exceeded expectations.
388,12743,5,Great support experience!
389,89755,5,Exceeded expectations.
390,21283,2,Took too long to resolve.
391,48704,5,"Issue resolved quickly, very satisfied."
392,93030,4,Engineer was helpful and professional.
393,13000,5,Exceeded expectations.
394,54116,5,"Issue resolved quickly, very satisfied."
395,96781,5,Great support experience!
396,54792,4,Great support experience!
397,16402,5,Great support experience!
398,35154,5,"Issue resolved quickly, very satisfied."
399,17374,5,"Fast resolution, no complaints."
400,76094,2,Had to follow up multiple times.
401,98250,5,Exceeded expectations.
402,7269,3,Response was slow.
403,49839,5,Exceeded expectations.
404,20412,5,"Fast resolution, no complaints."
405,21685,4,Engineer was helpful and professional.
406,91379,5,Engineer was helpful and professional.
407,78767,4,"Fast resolution, no complaints."
408,16673,5,Great support experience!
409,62351,5,"Issue resolved quickly, very satisfied."
410,76242,4,Exceeded expectations.
411,85263,4,"Issue resolved quickly, very satisfied."
412,24978,5,"Issue resolved quickly, very satisfied."
413,50170,5,Exceeded expectations.
414,88884,4,Engineer was helpful and professional.
415,27477,3,Had to follow up multiple times.
416,47126,5,Exceeded expectations.
417,21846,5,Engineer was helpful and professional.
418,74703,5,Great support experience!
419,83073,5,Exceeded expectations.
420,46741,5,Exceeded expectations.
421,73487,4,Engineer was helpful and professional.
422,43397,1,Issue recurred after resolution.
423,6071,4,"Fast resolution, no complaints."
424,41133,3,Took too long to resolve.
425,40221,5,"Fast resolution, no complaints."
426,55724,5,Exceeded expectations.
427,56428,5,Engineer was helpful and professional.
428,24892,5,Engineer was helpful and professional.
429,45360,4,"Issue resolved quickly, very satisfied."
430,79215,2,Not fully satisfied with the fix.
431,51642,4,Engineer was helpful and professional.
432,70658,5,Great support experience!
433,57807,3,Response was slow.
434,48204,5,"Fast resolution, no complaints."
435,83281,3,Response was slow.
436,88719,5,"Issue resolved quickly, very satisfied."
437,42041,3,Took too long to resolve.
438,5948,4,Engineer was helpful and professional.
439,15995,2,Not fully satisfied with the fix.
440,9360,4,"Issue resolved quickly, very satisfied."
441,96759,5,"Fast resolution, no complaints."
442,52883,4,"Fast resolution, no complaints."
443,79084,5,Engineer was helpful and professional.
444,71542,4,"Issue resolved quickly, very satisfied."
445,66960,4,Engineer was helpful and professional.
446,13612,4,Great support experience!
447,46430,3,Issue recurred after resolution.
448,69366,5,"Issue resolved quickly, very satisfied."
449,999,3,Not fully satisfied with the fix.
450,86456,5,Exceeded expectations.
451,78587,5,Great support experience!
452,24046,5,Great support experience!
453,84605,5,Great support experience!
454,42,3,Had to follow up multiple times.
455,63404,4,Great support experience!
456,34275,5,"Fast resolution, no complaints."
457,3625,4,Exceeded expectations.
458,37384,1,Had to follow up multiple times.
459,95943,4,Great support experience!
460,40771,4,Great support experience!
461,88504,5,Engineer was helpful and professional.
462,62225,5,Exceeded expectations.
463,27580,4,Great support experience!
464,73390,2,Response was slow.
465,23871,5,Exceeded expectations.
466,15252,4,"Issue resolved quickly, very satisfied."
467,34728,4,"Issue resolved quickly, very satisfied."
468,97822,4,"Fast resolution, no complaints."
469,15968,4,"Issue resolved quickly, very satisfied."
470,33642,5,"Fast resolution, no complaints."
471,13218,3,Response was slow.
472,35022,4,Exceeded expectations.
473,62798,3,Had to follow up multiple times.
474,67095,3,Issue recurred after resolution.
475,5523,1,Not fully satisfied with the fix.
476,30407,2,Response was slow.
477,83359,2,Had to follow up multiple times.
478,3232,5,Great support experience!
479,61622,5,Exceeded expectations.
480,17483,4,Exceeded expectations.
481,99845,5,"Issue resolved quickly, very satisfied."
482,14789,1,Took too long to resolve.
483,51271,5,Great support experience!
484,27921,5,Great support experience!
485,55862,3,Response was slow.
486,5810,5,"Issue resolved quickly, very satisfied."
487,43450,4,Exceeded expectations.
488,12851,4,Exceeded expectations.
489,70715,5,"Issue resolved quickly, very satisfied."
490,94247,4,Engineer was helpful and professional.
491,78795,4,"Fast resolution, no complaints."
492,85063,5,Engineer was helpful and professional.
493,84575,5,Exceeded expectations.
494,70731,5,"Issue resolved quickly, very satisfied."
495,96169,5,Engineer was helpful and professional.
496,62115,5,Great support experience!
497,60367,3,Had to follow up multiple times.
498,9429,5,Exceeded expectations.
499,16403,5,"Fast resolution, no complaints."
500,1268,4,Great support experience!
501,8999,4,"Issue resolved quickly, very satisfied."
502,59085,5,Engineer was helpful and professional.
503,87911,4,Great support experience!
504,1122,5,Engineer was helpful and professional.
505,84207,5,Great support experience!
506,28118,4,Exceeded expectations.
507,55815,5,Great support experience!
508,7234,5,Engineer was helpful and professional.
509,90343,5,"Fast resolution, no complaints."
510,62702,2,Response was slow.
511,22430,5,Great support experience!
512,51921,2,Had to follow up multiple times.
513,70357,2,Response was slow.
514,79563,5,Great support experience!
515,86629,2,Took too long to resolve.
516,64331,5,"Issue resolved quickly, very satisfied."
517,38803,4,Great support experience!
518,35520,5,Great support experience!
519,68357,5,"Issue resolved quickly, very satisfied."
520,75407,4,Engineer was helpful and professional.
521,68517,5,"Fast resolution, no complaints."
522,37286,5,Engineer was helpful and professional.
523,9421,4,"Fast resolution, no complaints."
524,35092,3,Not fully satisfied with the fix.
525,64113,1,Took too long to resolve.
526,66470,4,"Issue resolved quickly, very satisfied."
527,82427,2,Issue recurred after resolution.
528,78351,5,Exceeded expectations.
529,4576,5,Engineer was helpful and professional.
530,5462,5,Engineer was helpful and professional.
531,49820,4,Exceeded expectations.
532,57785,5,"Fast resolution, no complaints."
533,48801,5,Great support experience!
534,97585,2,Issue recurred after resolution.
535,77468,4,"Fast resolution, no complaints."
536,74676,5,Exceeded expectations.
537,67679,4,Exceeded expectations.
538,67356,2,Took too long to resolve.
539,85377,5,Great support experience!
540,81892,4,"Fast resolution, no complaints."
541,12563,2,Had to follow up multiple times.
542,14633,4,"Issue resolved quickly, very satisfied."
543,46661,5,"Fast resolution, no complaints."
544,96562,4,Great support experience!
545,14522,2,Took too long to resolve.
546,90789,5,"Issue resolved quickly, very satisfied."
547,18798,4,"Issue resolved quickly, very satisfied."
548,91807,5,Great support experience!
549,43558,4,Engineer was helpful and professional.
550,60925,1,Response was slow.
551,99211,5,"Issue resolved quickly, very satisfied."
552,29024,5,"Issue resolved quickly, very satisfied."
553,85509,2,Issue recurred after resolution.
554,71041,4,Exceeded expectations.
555,72919,5,Exceeded expectations.
556,196,1,Not fully satisfied with the fix.
557,62359,5,Engineer was helpful and professional.
558,18039,5,"Issue resolved quickly, very satisfied."
559,45100,5,Engineer was helpful and professional.
560,32001,4,Engineer was helpful and professional.
561,98497,5,Exceeded expectations.
562,59298,4,"Fast resolution, no complaints."
563,66408,5,"Fast resolution, no complaints."
564,39581,3,Response was slow.
565,16130,2,Not fully satisfied with the fix.
566,87494,4,"Issue resolved quickly, very satisfied."
567,63866,5,"Issue resolved quickly, very satisfied."
568,76564,5,"Issue resolved quickly, very satisfied."
569,67410,1,Issue recurred after resolution.
570,65774,5,Engineer was helpful and professional.
571,95167,5,"Issue resolved quickly, very satisfied."
572,73956,5,Great support experience!
573,17682,4,"Fast resolution, no complaints."
574,57039,3,Had to follow up multiple times.
575,54940,5,Great support experience!
576,72333,4,Engineer was helpful and professional.
577,39900,3,Took too long to resolve.
578,83150,4,"Fast resolution, no complaints."
579,45739,3,Had to follow up multiple times.
580,95189,4,Engineer was helpful and professional.
581,1590,5,"Fast resolution, no complaints."
582,87472,5,"Fast resolution, no complaints."
583,86139,5,Exceeded expectations.
584,59986,4,"Fast resolution, no complaints."
585,40472,5,Exceeded expectations.
586,34382,2,Had to follow up multiple times.
587,71343,2,Issue recurred after resolution.
588,65169,5,Exceeded expectations.
589,99939,4,Engineer was helpful and professional.
590,40709,4,"Issue resolved quickly, very satisfied."
591,38998,5,Exceeded expectations.
592,77383,4,"Issue resolved quickly, very satisfied."
593,88551,4,Great support experience!
594,91537,1,Not fully satisfied with the fix.
595,20224,5,Great support experience!
596,63316,1,Response was slow.
597,71063,3,Had to follow up multiple times.
598,5864,5,"Fast resolution, no complaints."
599,60979,4,"Fast resolution, no complaints."
600,23486,3,Issue recurred after resolution.
601,65009,3,Took too long to resolve.
602,81741,4,"Fast resolution, no complaints."
603,3550,5,Exceeded expectations.
604,25808,5,Great support experience!
605,85043,4,Engineer was helpful and professional.
606,20926,4,Exceeded expectations.
607,23536,2,Took too long to resolve.
608,63812,3,Had to follow up multiple times.
609,67974,4,Exceeded expectations.
610,61063,4,Engineer was helpful and professional.
611,35185,5,Great support experience!
612,7331,5,"Fast resolution, no complaints."
613,19484,2,Issue recurred after resolution.
614,6986,4,Exceeded expectations.
615,68618,3,Had to follow up multiple times.
616,79815,3,Took too long to resolve.
617,58313,5,"Fast resolution, no complaints."
618,95368,5,"Fast resolution, no complaints."
619,90077,4,Exceeded expectations.
620,29925,5,Engineer was helpful and professional.
621,28687,1,Response was slow.
622,60885,4,Exceeded expectations.
623,49681,2,Response was slow.
624,54964,5,"Issue resolved quickly, very satisfied."
625,7941,5,"Fast resolution, no complaints."
626,58350,5,"Issue resolved quickly, very satisfied."
627,87328,4,"Issue resolved quickly, very satisfied."
628,1427,3,Not fully satisfied with the fix.
629,48297,2,Issue recurred after resolution.
630,59564,3,Response was slow.
631,33527,5,Engineer was helpful and professional.
632,71191,5,Engineer was helpful and professional.
633,72882,4,Engineer was helpful and professional.
634,52138,4,Exceeded expectations.
635,75318,5,Great support experience!
636,68213,5,"Issue resolved quickly, very satisfied."
637,66042,2,Issue recurred after resolution.
638,20723,4,"Fast resolution, no complaints."
639,51065,3,Had to follow up multiple times.
640,50241,5,"Issue resolved quickly, very satisfied."
641,1014,3,Had to follow up multiple times.
642,88701,5,"Issue resolved quickly, very satisfied."
643,22675,5,"Fast resolution, no complaints."
644,45588,5,Great support experience!
645,92839,5,Engineer was helpful and professional.
646,25411,4,Engineer was helpful and professional.
647,25097,5,"Fast resolution, no complaints."
648,91738,2,Took too long to resolve.
649,59571,3,Had to follow up multiple times.
650,52920,4,Exceeded expectations.
651,12390,4,Great support experience!
652,33567,4,Engineer was helpful and professional.
653,46425,5,Exceeded expectations.
654,40328,5,Exceeded expectations.
655,24322,4,"Fast resolution, no complaints."
656,99010,5,"Issue resolved quickly, very satisfied."
657,49752,5,"Issue resolved quickly, very satisfied."
658,37930,4,"Fast resolution, no complaints."
659,11501,5,Engineer was helpful and professional.
660,51673,5,Engineer was helpful and professional.
661,66392,5,Great support experience!
662,30390,4,"Issue resolved quickly, very satisfied."
663,83537,5,Great support experience!
664,55175,3,Took too long to resolve.
665,19708,5,"Fast resolution, no complaints."
666,59123,2,Response was slow.
667,46391,5,Great support experience!
668,12480,4,"Issue resolved quickly, very satisfied."
669,37165,5,"Fast resolution, no complaints."
670,19941,5,"Fast resolution, no complaints."
671,84093,5,Great support experience!
672,58511,5,"Fast resolution, no complaints."
673,57066,5,"Fast resolution, no complaints."
674,64365,5,"Fast resolution, no complaints."
675,2830,5,Engineer was helpful and professional.
676,28897,5,"Fast resolution, no complaints."
677,12877,5,Engineer was helpful and professional.
678,45482,5,"Issue resolved quickly, very satisfied."
679,99251,5,"Issue resolved quickly, very satisfied."
680,20014,5,Engineer was helpful and professional.
681,6967,4,Great support experience!
682,31746,4,"Issue resolved quickly, very satisfied."
683,5211,4,Great support experience!
684,60360,5,Exceeded expectations.
685,34350,5,Great support experience!
686,15045,5,"Issue resolved quickly, very satisfied."
687,38671,5,Engineer was helpful and professional.
688,72655,5,"Issue resolved quickly, very satisfied."
689,69066,3,Issue recurred after resolution.
690,24180,5,Great support experience!
691,14558,5,Exceeded expectations.
692,77417,4,Exceeded expectations.
693,25147,3,Took too long to resolve.
694,41527,4,"Fast resolution, no complaints."
695,35046,2,Response was slow.
696,16748,4,Exceeded expectations.
697,93085,5,"Fast resolution, no complaints."
698,70853,4,Great support experience!
699,53676,4,Great support experience!
700,56366,4,Exceeded expectations.
701,39838,5,Exceeded expectations.
702,27193,5,"Fast resolution, no complaints."
703,23412,5,Great support experience!
704,40112,5,Exceeded expectations.
705,48564,4,Exceeded expectations.
706,13864,1,Took too long to resolve.
707,69308,5,"Fast resolution, no complaints."
708,21734,3,Issue recurred after resolution.
709,14106,1,Issue recurred after resolution.
710,64629,1,Response was slow.
711,41772,2,Had to follow up multiple times.
712,80313,4,Engineer was helpful and professional.
713,57325,5,Exceeded expectations.
714,57345,4,Exceeded expectations.
715,82941,4,"Issue resolved quickly, very satisfied."
716,25469,5,"Issue resolved quickly, very satisfied."
717,15589,4,Great support experience!
718,79013,4,Great support experience!
719,27967,2,Took too long to resolve.
720,41422,5,"Issue resolved quickly, very satisfied."
721,41946,5,Engineer was helpful and professional.
722,3986,5,Exceeded expectations.
723,92621,1,Response was slow.
724,84252,5,"Issue resolved quickly, very satisfied."
725,2402,5,"Issue resolved quickly, very satisfied."
726,38394,3,Had to follow up multiple times.
727,18531,5,"Fast resolution, no complaints."
728,54377,3,Took too long to resolve.
729,35037,4,Great support experience!
730,96161,1,Not fully satisfied with the fix.
731,99914,5,Engineer was helpful and professional.
732,76247,4,Engineer was helpful and professional.
